ID	VALID	TRANSACTIONAL_PROFILE_CODE	TRANSACTIONAL_PROFILE_NAME	GLOBAL_PROFILE_CODE	GLOBAL_PROFILE_NAME	APPLICATION_CODE	APPLICATION_NAME	TRANSACTIONAL_PROFILE_RISK_LEVEL	GLOBAL_PROFILE_STATUS
16003	1	AT_EASYPAGOS_126	EMPRESA: BANCO PICHINCHA	01_MCE_EMG_001	BP MICROEMPRESAS - EXPERTO MODELO GESTION SEGMENTO PYME	EASYPAGOS	EASYPAGOS	ALTO	ACTIVO
16768	1	AT_EASYPAGOS_173	SERVICIO: PAGO INTERBANCARIO	01_MCE_EMG_001	BP MICROEMPRESAS - EXPERTO MODELO GESTION SEGMENTO PYME	EASYPAGOS	EASYPAGOS	ALTO	ACTIVO
16791	1	AT_EASYPAGOS_177	PERFIL: SNP_INGRESADOR_AGENCIA_NR	01_MCE_EMG_001	BP MICROEMPRESAS - EXPERTO MODELO GESTION SEGMENTO PYME	EASYPAGOS	EASYPAGOS	ALTO	ACTIVO
16799	1	AT_GAF_012	PERFIL: *BPRCTS15 GAF_OFICIAL DE NEGOCIOS Y SERVICIOS	01_MCE_EMG_001	BP MICROEMPRESAS - EXPERTO MODELO GESTION SEGMENTO PYME	GAF	GAF	ALTO	ACTIVO
16223	1	AT_HUMMINGBIRD_002	PERFIL: I_COMERCIAL_P	01_MCE_EMG_001	BP MICROEMPRESAS - EXPERTO MODELO GESTION SEGMENTO PYME	HUMMINGBIRD	HUMMINGBIRD	BAJO	ACTIVO
16224	1	AT_HUMMINGBIRD_018	GRUPO: REL_11 TODO	01_MCE_EMG_001	BP MICROEMPRESAS - EXPERTO MODELO GESTION SEGMENTO PYME	HUMMINGBIRD	HUMMINGBIRD	BAJO	ACTIVO
16745	1	AT_MISRIESGO_001	PERFIL: SARAS-ASESOR	01_MCE_EMG_001	BP MICROEMPRESAS - EXPERTO MODELO GESTION SEGMENTO PYME	MISRIESGO	MISRIESGO	BAJO	ACTIVO
18671	1	AT_NEGPERSONASDESEM_02	NEGPERSONASDESEM_02	01_MCE_EMG_001	BP MICROEMPRESAS - EXPERTO MODELO GESTION SEGMENTO PYME	RHDS	RHDS	ALTO	ACTIVO
16630	1	AT_SOS_002	PERFIL: BPRCEN00 SOS (MODELO PES) EJECUTIVO DE NEGOCIO (INGRESADOR)	01_MCE_EMG_001	BP MICROEMPRESAS - EXPERTO MODELO GESTION SEGMENTO PYME	SOS	SOS	BAJO	ACTIVO
16796	1	AT_VCM_002	PERFIL: EJECUTIVO DE SERVICIOS (ASESOR)	01_MCE_EMG_001	BP MICROEMPRESAS - EXPERTO MODELO GESTION SEGMENTO PYME	VCM	VCM	BAJO	ACTIVO
17532	1	AT_LOGIFLOW_079	ACCESO A LOGIFLOW 079	01_MCE_EMG_001	BP MICROEMPRESAS - EXPERTO MODELO GESTION SEGMENTO PYME	LOGIFLOW	LOGIFLOW	BAJO	ACTIVO
16009	1	AT_EBS_012	BP AP USUARIO SOLICITANTE I EXPENSES	01_MFI_CCM_002	BP MICROFINANZAS - NEGOCIO - COORDINADOR COMERCIAL MICROFINANZAS GRUPAL	EBS	EBS	BAJO	ACTIVO
19324	1	AT_RED_EXC_1158	ACCESO A RED Y CORREO	01_MFI_CCM_002	BP MICROFINANZAS - NEGOCIO - COORDINADOR COMERCIAL MICROFINANZAS GRUPAL	AD	ACTIVE DIRECTORY	ALTO	ACTIVO
17151	1	AT_SEC_012	ROL: RIESGO - SIN NIVEL APROBACION - SUCURSAL: OFICINA	01_MFI_CCM_002	BP MICROFINANZAS - NEGOCIO - COORDINADOR COMERCIAL MICROFINANZAS GRUPAL	SEC	SEC	BAJO	ACTIVO
16043	1	AT_SES_004	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR WIRELESS	01_MFI_CCM_002	BP MICROFINANZAS - NEGOCIO - COORDINADOR COMERCIAL MICROFINANZAS GRUPAL	SES	SES	BAJO	ACTIVO
16044	1	AT_SES_007	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR CORREO MOVIL	01_MFI_CCM_002	BP MICROFINANZAS - NEGOCIO - COORDINADOR COMERCIAL MICROFINANZAS GRUPAL	SES	SES	BAJO	ACTIVO
18556	1	AT_CONSULTACLIENTES_001	CONSULTACLIENTES_001	01_MFI_GNM_001	BP MICROFINANZAS - NEGOCIO - GERENTE NEGOCIOS MICROFINANZAS GRUPAL	RHDS	RHDS	MEDIO	ACTIVO
16009	1	AT_EBS_012	BP AP USUARIO SOLICITANTE I EXPENSES	01_MFI_GNM_001	BP MICROFINANZAS - NEGOCIO - GERENTE NEGOCIOS MICROFINANZAS GRUPAL	EBS	EBS	BAJO	ACTIVO
16713	1	AT_ICS_003	PERFIL: ICS CONSULTA	01_MFI_GNM_001	BP MICROFINANZAS - NEGOCIO - GERENTE NEGOCIOS MICROFINANZAS GRUPAL	ICS	ICS	BAJO	ACTIVO
16055	1	AT_JERARQUIA_EBS_002	JERARQUIA SOLICITUD DE COMPRA	01_MFI_GNM_001	BP MICROFINANZAS - NEGOCIO - GERENTE NEGOCIOS MICROFINANZAS GRUPAL	JERARQUIA_EBS	JERARQUIA_EBS	BAJO	ACTIVO
17151	1	AT_SEC_012	ROL: RIESGO - SIN NIVEL APROBACION - SUCURSAL: OFICINA	01_MFI_GNM_001	BP MICROFINANZAS - NEGOCIO - GERENTE NEGOCIOS MICROFINANZAS GRUPAL	SEC	SEC	BAJO	ACTIVO
16160	1	AT_SES_002	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR MSN EXT	01_MFI_GNM_001	BP MICROFINANZAS - NEGOCIO - GERENTE NEGOCIOS MICROFINANZAS GRUPAL	SES	SES	BAJO	ACTIVO
16043	1	AT_SES_004	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR WIRELESS	01_MFI_GNM_001	BP MICROFINANZAS - NEGOCIO - GERENTE NEGOCIOS MICROFINANZAS GRUPAL	SES	SES	BAJO	ACTIVO
16044	1	AT_SES_007	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR CORREO MOVIL	01_MFI_GNM_001	BP MICROFINANZAS - NEGOCIO - GERENTE NEGOCIOS MICROFINANZAS GRUPAL	SES	SES	BAJO	ACTIVO
18367	1	AT_BANCS_CAP-03 USER TYPE-36	BANCS_CAP-03 USER TYPE-36	01_MKR_ABS_006	BP MARKETING ATENCION AL CLIENTE BASICO Y CORE - ROE	BANCS	BANCS	ALTO	ACTIVO
19799	1	AT_RED_EXC_574	ACCESO A RED Y CORREO	01_MKR_ABS_006	BP MARKETING ATENCION AL CLIENTE BASICO Y CORE - ROE	AD	ACTIVE DIRECTORY	ALTO	ACTIVO
18207	1	AT_BPMKGE00	RO MARKETING - CANALES - GERENTE ESTRATEGIA	01_MKR_AEC_001	BP MARKETING - CANALES - ADMINISTRADOR ESTRATEGIA CANALES	PPRD	PPRD	MEDIO	ACTIVO
16009	1	AT_EBS_012	BP AP USUARIO SOLICITANTE I EXPENSES	01_MKR_AEC_001	BP MARKETING - CANALES - ADMINISTRADOR ESTRATEGIA CANALES	EBS	EBS	BAJO	ACTIVO
16243	1	AT_RYR_002	PERFIL: CONSULTAS RECLAMOS Y REQUERIMIENTOS	01_MKR_AEC_001	BP MARKETING - CANALES - ADMINISTRADOR ESTRATEGIA CANALES	RYR	RYR	BAJO	ACTIVO
16702	1	AT_SAS_SPDS_001	CREAR USUARIO SERVIDOR SPDS ECBPPRBI10 - NIVEL: 4 - GRUPO: USERBP	01_MKR_AEC_001	BP MARKETING - CANALES - ADMINISTRADOR ESTRATEGIA CANALES	SAS_SPDS	SAS_SPDS	ALTO	ACTIVO
16043	1	AT_SES_004	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR WIRELESS	01_MKR_AEC_001	BP MARKETING - CANALES - ADMINISTRADOR ESTRATEGIA CANALES	SES	SES	BAJO	ACTIVO
16044	1	AT_SES_007	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR CORREO MOVIL	01_MKR_AEC_001	BP MARKETING - CANALES - ADMINISTRADOR ESTRATEGIA CANALES	SES	SES	BAJO	ACTIVO
17703	1	AT_TAM_MANUAL_075	GRUPO: MARKETING ROLES:	01_MKR_AEC_001	BP MARKETING - CANALES - ADMINISTRADOR ESTRATEGIA CANALES	TAM_MANUAL	TAM_MANUAL	ALTO	ACTIVO
18208	1	AT_BPMUAC00	RO MARKETING ATENCION CLIENTES - ADMINISTRADOR Y OFICIAL	01_MKR_AOF_003	BP MARKETING ATENCION AL CLIENTE - OFICIAL - ROE	PPRD	PPRD	ALTO	ACTIVO
16455	1	AT_GAF_020	PERFIL: *BPCONSULT GAF_USUARIO CONSULTAS GAF	01_MKR_AOF_003	BP MARKETING ATENCION AL CLIENTE - OFICIAL - ROE	GAF	GAF	ALTO	ACTIVO
18631	1	AT_MARKETINGMONITOREOROE_001	MARKETINGMONITOREOROE_001	01_MKR_AOF_003	BP MARKETING ATENCION AL CLIENTE - OFICIAL - ROE	RHDS	RHDS	MEDIO	ACTIVO
17804	1	AT_TAM_MANUAL_176	GRUPO: MARKETINGMONITOREOROE ROLES:	01_MKR_AOF_003	BP MARKETING ATENCION AL CLIENTE - OFICIAL - ROE	TAM_MANUAL	TAM_MANUAL	ALTO	ACTIVO
18208	1	AT_BPMUAC00	RO MARKETING ATENCION CLIENTES - ADMINISTRADOR Y OFICIAL	01_MKR_ARA_001	MARKETING ATENCION AL CLIENTE - RESPONSABLE Y ADMINISTRADOR	PPRD	PPRD	ALTO	ACTIVO
16396	1	AT_CRMDINERS_001	PERFIL: CONSULTAS ESTADOS DE CUENTA	01_MKR_ARA_001	MARKETING ATENCION AL CLIENTE - RESPONSABLE Y ADMINISTRADOR	CRMDINERS	CRMDINERS	MEDIO	ACTIVO
16009	1	AT_EBS_012	BP AP USUARIO SOLICITANTE I EXPENSES	01_MKR_ARA_001	MARKETING ATENCION AL CLIENTE - RESPONSABLE Y ADMINISTRADOR	EBS	EBS	BAJO	ACTIVO
16455	1	AT_GAF_020	PERFIL: *BPCONSULT GAF_USUARIO CONSULTAS GAF	01_MKR_ARA_001	MARKETING ATENCION AL CLIENTE - RESPONSABLE Y ADMINISTRADOR	GAF	GAF	ALTO	ACTIVO
20053	1	AT_RED_EXC_118	ACCESO A RED Y CORREO	01_MKR_ARA_001	MARKETING ATENCION AL CLIENTE - RESPONSABLE Y ADMINISTRADOR	AD	ACTIVE DIRECTORY	ALTO	ACTIVO
16129	1	AT_RYR_001	PERFIL: COMUNICADOR RECLAMOS Y REQUERIMIENTOS	01_MKR_ARA_001	MARKETING ATENCION AL CLIENTE - RESPONSABLE Y ADMINISTRADOR	RYR	RYR	BAJO	ACTIVO
18208	1	AT_BPMUAC00	RO MARKETING ATENCION CLIENTES - ADMINISTRADOR Y OFICIAL	01_MKR_ARA_002	MARKETING ATENCION AL CLIENTE - RESPONSABLE Y ADMINISTRADOR - ROE	PPRD	PPRD	ALTO	ACTIVO
16009	1	AT_EBS_012	BP AP USUARIO SOLICITANTE I EXPENSES	01_MKR_ARA_002	MARKETING ATENCION AL CLIENTE - RESPONSABLE Y ADMINISTRADOR - ROE	EBS	EBS	BAJO	ACTIVO
16455	1	AT_GAF_020	PERFIL: *BPCONSULT GAF_USUARIO CONSULTAS GAF	01_MKR_ARA_002	MARKETING ATENCION AL CLIENTE - RESPONSABLE Y ADMINISTRADOR - ROE	GAF	GAF	ALTO	ACTIVO
16129	1	AT_RYR_001	PERFIL: COMUNICADOR RECLAMOS Y REQUERIMIENTOS	01_MKR_ARA_002	MARKETING ATENCION AL CLIENTE - RESPONSABLE Y ADMINISTRADOR - ROE	RYR	RYR	BAJO	ACTIVO
16066	1	AT_CONSOLA_SYMANTEC_12_010	PERFIL: ZONA_SIN_DISPOSITIVOS_BANCO_TERCEROS	01_MKR_ASG_003	BP MARKETING - MARKETING - ASISTENTE DE SERVICIOS GENERALES	CONSOLA_SYMANTEC_12	CONSOLA_SYMANTEC_12	BAJO	ACTIVO
18540	1	AT_CALLCENTEROUTBOUND_003	CALLCENTEROUTBOUND_003	01_MKR_ATM_002	BP MARKETING CANALES ASESOR DE TELEMERCADEO 2	RHDS	RHDS	ALTO	ACTIVO
19810	1	AT_RED_EXC_565	ACCESO A RED Y CORREO	01_MKR_ATM_002	BP MARKETING CANALES ASESOR DE TELEMERCADEO 2	AD	ACTIVE DIRECTORY	ALTO	ACTIVO
17806	1	AT_TAM_MANUAL_178	GRUPO: CALLCENTEROUTBOUND ROLES: VEN63,CON49,ACC80,DES50	01_MKR_ATM_002	BP MARKETING CANALES ASESOR DE TELEMERCADEO 2	TAM_MANUAL	TAM_MANUAL	ALTO	ACTIVO
16230	1	AT_ANYWAY_001	GENERACION TICKET PARA EL GRUPO RESOLUTORIO TEAMSOURCING	01_MKR_ATM_003	BP SERVICIOS ANALISTA MONITOREO	ANYWAY	ANYWAY	MEDIO	ACTIVO
18162	1	AT_BPMAPE21	RO MARKETING - PROY ESPECIALES - TELEMERCADEO  - VCM	01_MKR_ATM_003	BP SERVICIOS ANALISTA MONITOREO	PPRD	PPRD	ALTO	ACTIVO
16066	1	AT_CONSOLA_SYMANTEC_12_010	PERFIL: ZONA_SIN_DISPOSITIVOS_BANCO_TERCEROS	01_MKR_ATM_003	BP SERVICIOS ANALISTA MONITOREO	CONSOLA_SYMANTEC_12	CONSOLA_SYMANTEC_12	BAJO	ACTIVO
16009	1	AT_EBS_012	BP AP USUARIO SOLICITANTE I EXPENSES	01_MKR_ATM_003	BP SERVICIOS ANALISTA MONITOREO	EBS	EBS	BAJO	ACTIVO
16015	1	AT_EBS_037	BP IP SOLICITANTE CENTRALIZADOR	01_MKR_ATM_003	BP SERVICIOS ANALISTA MONITOREO	EBS	EBS	MEDIO	ACTIVO
16017	1	AT_EBS_045	BP PO SOLICITANTE CENTRALIZADOR	01_MKR_ATM_003	BP SERVICIOS ANALISTA MONITOREO	EBS	EBS	MEDIO	ACTIVO
16055	1	AT_JERARQUIA_EBS_002	JERARQUIA SOLICITUD DE COMPRA	01_MKR_ATM_003	BP SERVICIOS ANALISTA MONITOREO	JERARQUIA_EBS	JERARQUIA_EBS	BAJO	ACTIVO
16024	1	AT_JERARQUIA_EBS_003	JERARQUIA USUARIO CENTRAL	01_MKR_ATM_003	BP SERVICIOS ANALISTA MONITOREO	JERARQUIA_EBS	JERARQUIA_EBS	MEDIO	ACTIVO
16939	1	AT_PIVI_003	PERFIL:BPMKPGCATM - BANCO PICHINCHA ASESOR TELEMERCADEO	01_MKR_ATM_003	BP SERVICIOS ANALISTA MONITOREO	PIVI	PIVI	BAJO	ACTIVO
16796	1	AT_VCM_002	PERFIL: EJECUTIVO DE SERVICIOS (ASESOR)	01_MKR_ATM_003	BP SERVICIOS ANALISTA MONITOREO	VCM	VCM	BAJO	ACTIVO
17807	1	AT_TAM_MANUAL_179	GRUPO: TELEMERCADEOANALISTAVM ROLES: VEN63,CON49,ACC80,DES50	01_MKR_ATM_003	BP SERVICIOS ANALISTA MONITOREO	TAM_MANUAL	TAM_MANUAL	ALTO	ACTIVO
16009	1	AT_EBS_012	BP AP USUARIO SOLICITANTE I EXPENSES	01_MKR_CAL_003	BP MARKETING RESPONSABLE DE CALIDAD DE SERVICIO	EBS	EBS	BAJO	ACTIVO
16055	1	AT_JERARQUIA_EBS_002	JERARQUIA SOLICITUD DE COMPRA	01_MKR_CAL_003	BP MARKETING RESPONSABLE DE CALIDAD DE SERVICIO	JERARQUIA_EBS	JERARQUIA_EBS	BAJO	ACTIVO
20056	1	AT_RED_EXC_113	ACCESO A RED Y CORREO	01_MKR_CAL_003	BP MARKETING RESPONSABLE DE CALIDAD DE SERVICIO	AD	ACTIVE DIRECTORY	ALTO	ACTIVO
16160	1	AT_SES_002	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR MSN EXT	01_MKR_CAL_003	BP MARKETING RESPONSABLE DE CALIDAD DE SERVICIO	SES	SES	BAJO	ACTIVO
16043	1	AT_SES_004	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR WIRELESS	01_MKR_CAL_003	BP MARKETING RESPONSABLE DE CALIDAD DE SERVICIO	SES	SES	BAJO	ACTIVO
18362	1	AT_BANCS_CAP-03 USER TYPE-17	BANCS_CAP-03 USER TYPE-17	01_MKR_CNB_001	BP CANALES EJECUTIVO COMERCIAL CNB	BANCS	BANCS	BAJO	ACTIVO
18210	1	AT_BPMCNB04	RO ESPECIALISTA CNB	01_MKR_CNB_001	BP CANALES EJECUTIVO COMERCIAL CNB	PPRD	PPRD	ALTO	ACTIVO
18545	1	AT_CANALESCNBS	CANALESCNBS	01_MKR_CNB_001	BP CANALES EJECUTIVO COMERCIAL CNB	RHDS	RHDS	MEDIO	ACTIVO
18362	1	AT_BANCS_CAP-03 USER TYPE-17	BANCS_CAP-03 USER TYPE-17	01_MKR_ECS_001	BP MARKETING - MARCA Y COMUNICACION - PUBLICIDAD Y PROMOCION - ESPECIALISTA CANAL SOCIAL MEDIA	BANCS	BANCS	BAJO	ACTIVO
18562	1	AT_CONSULTACLIENTES_DETALLEMOV_001	CONSULTACLIENTES_DETALLEMOV_001	01_MKR_ECS_001	BP MARKETING - MARCA Y COMUNICACION - PUBLICIDAD Y PROMOCION - ESPECIALISTA CANAL SOCIAL MEDIA	RHDS	RHDS	MEDIO	ACTIVO
16243	1	AT_RYR_002	PERFIL: CONSULTAS RECLAMOS Y REQUERIMIENTOS	01_MKR_ECS_001	BP MARKETING - MARCA Y COMUNICACION - PUBLICIDAD Y PROMOCION - ESPECIALISTA CANAL SOCIAL MEDIA	RYR	RYR	BAJO	ACTIVO
16043	1	AT_SES_004	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR WIRELESS	01_MKR_ECS_001	BP MARKETING - MARCA Y COMUNICACION - PUBLICIDAD Y PROMOCION - ESPECIALISTA CANAL SOCIAL MEDIA	SES	SES	BAJO	ACTIVO
17809	1	AT_TAM_MANUAL_181	GRUPO: CONSULTACLIENTES_DETALLEMOV ROLES:	01_MKR_ECS_001	BP MARKETING - MARCA Y COMUNICACION - PUBLICIDAD Y PROMOCION - ESPECIALISTA CANAL SOCIAL MEDIA	TAM_MANUAL	TAM_MANUAL	MEDIO	ACTIVO
18362	1	AT_BANCS_CAP-03 USER TYPE-17	BANCS_CAP-03 USER TYPE-17	01_MKR_ECS_002	BP MARKETING - MARCA Y COMUNICACION - PUBLICIDAD Y PROMOCION - ESPECIALISTA CANAL SOCIAL MEDIA - ADM OMNICANALIDAD	BANCS	BANCS	BAJO	ACTIVO
18562	1	AT_CONSULTACLIENTES_DETALLEMOV_001	CONSULTACLIENTES_DETALLEMOV_001	01_MKR_ECS_002	BP MARKETING - MARCA Y COMUNICACION - PUBLICIDAD Y PROMOCION - ESPECIALISTA CANAL SOCIAL MEDIA - ADM OMNICANALIDAD	RHDS	RHDS	MEDIO	ACTIVO
16243	1	AT_RYR_002	PERFIL: CONSULTAS RECLAMOS Y REQUERIMIENTOS	01_MKR_ECS_002	BP MARKETING - MARCA Y COMUNICACION - PUBLICIDAD Y PROMOCION - ESPECIALISTA CANAL SOCIAL MEDIA - ADM OMNICANALIDAD	RYR	RYR	BAJO	ACTIVO
16043	1	AT_SES_004	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR WIRELESS	01_MKR_ECS_002	BP MARKETING - MARCA Y COMUNICACION - PUBLICIDAD Y PROMOCION - ESPECIALISTA CANAL SOCIAL MEDIA - ADM OMNICANALIDAD	SES	SES	BAJO	ACTIVO
17809	1	AT_TAM_MANUAL_181	GRUPO: CONSULTACLIENTES_DETALLEMOV ROLES:	01_MKR_ECS_002	BP MARKETING - MARCA Y COMUNICACION - PUBLICIDAD Y PROMOCION - ESPECIALISTA CANAL SOCIAL MEDIA - ADM OMNICANALIDAD	TAM_MANUAL	TAM_MANUAL	MEDIO	ACTIVO
16009	1	AT_EBS_012	BP AP USUARIO SOLICITANTE I EXPENSES	01_MKR_EEC_002	BP MARKETING - CANALES - ESPECIALISTA ESTRATEGIA CANALES	EBS	EBS	BAJO	ACTIVO
16014	1	AT_EBS_036	BP IP SOLICITANTE	01_MKR_EEC_002	BP MARKETING - CANALES - ESPECIALISTA ESTRATEGIA CANALES	EBS	EBS	MEDIO	ACTIVO
19267	1	AT_RED_EXC_1224	ACCESO A RED Y CORREO	01_MKR_EEC_002	BP MARKETING - CANALES - ESPECIALISTA ESTRATEGIA CANALES	AD	ACTIVE DIRECTORY	ALTO	ACTIVO
16893	1	AT_SAS_036	PERFIL: ASIGNAR EN SAS_GRP: GRUPO DE BI PARA USUARIOS FUNCIONALES DE COMPORTAMIENTO CANALES (GRP_BI_CAN_FUN)	01_MKR_EEC_002	BP MARKETING - CANALES - ESPECIALISTA ESTRATEGIA CANALES	SAS	SAS	ALTO	ACTIVO
16702	1	AT_SAS_SPDS_001	CREAR USUARIO SERVIDOR SPDS ECBPPRBI10 - NIVEL: 4 - GRUPO: USERBP	01_MKR_EEC_002	BP MARKETING - CANALES - ESPECIALISTA ESTRATEGIA CANALES	SAS_SPDS	SAS_SPDS	ALTO	ACTIVO
16842	1	AT_SAS_SPDS_004	CREAR USUARIO SERVIDOR SPDS ECBPPRBI13 - NIVEL: 4 - GRUPO: ADMINGRP	01_MKR_EEC_002	BP MARKETING - CANALES - ESPECIALISTA ESTRATEGIA CANALES	SAS_SPDS	SAS_SPDS	ALTO	ACTIVO
16043	1	AT_SES_004	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR WIRELESS	01_MKR_EEC_002	BP MARKETING - CANALES - ESPECIALISTA ESTRATEGIA CANALES	SES	SES	BAJO	ACTIVO
16140	1	AT_SES_005	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR SAS	01_MKR_EEC_002	BP MARKETING - CANALES - ESPECIALISTA ESTRATEGIA CANALES	SES	SES	BAJO	ACTIVO
17154	1	AT_BACTRADER_004	ABP_BACTRADER_PERFIL: IGRESADOR LIQUIDAOR ABP	01_MKR_FOP_005	BP MARKETING FOP EJ SERVICIO BANCA PRIVADA	BACTRADER	BACTRADER	ALTO	ACTIVO
18213	1	AT_BPRCTS10	RO EJECUTIVO SERVICIO BANCA PRIVADA QUITO	01_MKR_FOP_005	BP MARKETING FOP EJ SERVICIO BANCA PRIVADA	PPRD	PPRD	ALTO	ACTIVO
16003	1	AT_EASYPAGOS_126	EMPRESA: BANCO PICHINCHA	01_MKR_FOP_005	BP MARKETING FOP EJ SERVICIO BANCA PRIVADA	EASYPAGOS	EASYPAGOS	ALTO	ACTIVO
16768	1	AT_EASYPAGOS_173	SERVICIO: PAGO INTERBANCARIO	01_MKR_FOP_005	BP MARKETING FOP EJ SERVICIO BANCA PRIVADA	EASYPAGOS	EASYPAGOS	ALTO	ACTIVO
16791	1	AT_EASYPAGOS_177	PERFIL: SNP_INGRESADOR_AGENCIA_NR	01_MKR_FOP_005	BP MARKETING FOP EJ SERVICIO BANCA PRIVADA	EASYPAGOS	EASYPAGOS	ALTO	ACTIVO
18603	1	AT_FRONTOPBALCONES_004	FRONTOPBALCONES_004	01_MKR_FOP_005	BP MARKETING FOP EJ SERVICIO BANCA PRIVADA	RHDS	RHDS	ALTO	ACTIVO
16787	1	AT_GAF_007	PERFIL: *BPRCTS00 GAF_EJECUTIVO DE SERVICIOS	01_MKR_FOP_005	BP MARKETING FOP EJ SERVICIO BANCA PRIVADA	GAF	GAF	ALTO	ACTIVO
16813	1	AT_PIVI_025	PERFIL: BPRRFOPEJC - BANCO PICHINCHA - EJ. SERVICIOS	01_MKR_FOP_005	BP MARKETING FOP EJ SERVICIO BANCA PRIVADA	PIVI	PIVI	BAJO	ACTIVO
17810	1	AT_TAM_MANUAL_182	GRUPO: FRONTOPBALCONES ROLES: ESS10,CON49,ESE78	01_MKR_FOP_005	BP MARKETING FOP EJ SERVICIO BANCA PRIVADA	TAM_MANUAL	TAM_MANUAL	ALTO	ACTIVO
19997	1	AT_RED_EXC_256	ACCESO A RED Y CORREO	01_MKR_FOP_012	BP MARKETING FOP CAJERO FACTURACION DE COMBUSTIBLES	AD	ACTIVE DIRECTORY	ALTO	ACTIVO
16149	1	AT_TALLA_002	PERFIL: TALLA_LN NACIONAL_10_MIN_NIVEL_2	01_MKR_FOP_012	BP MARKETING FOP CAJERO FACTURACION DE COMBUSTIBLES	TALLA	TALLA	BAJO	ACTIVO
18513	1	AT_ADMINSERVBANCAPRIVADA_001	ADMINSERVBANCAPRIVADA_001	01_MKR_FOP_013	BP ADMINISTRADOR SERVICIOS BANCA PRIVADA / CORPORATIVA ACCESO A BACKTRADER	RHDS	RHDS	ALTO	ACTIVO
16776	1	AT_BACTRADER_001	ABP_BACRISK_PERFIL: AUTORIZACION BACKRISK ABP	01_MKR_FOP_013	BP ADMINISTRADOR SERVICIOS BANCA PRIVADA / CORPORATIVA ACCESO A BACKTRADER	BACTRADER	BACTRADER	ALTO	ACTIVO
18433	1	AT_BANCS_CAP-05 USER TYPE-50	BANCS_CAP-05 USER TYPE-50	01_MKR_FOP_013	BP ADMINISTRADOR SERVICIOS BANCA PRIVADA / CORPORATIVA ACCESO A BACKTRADER	BANCS	BANCS	ALTO	ACTIVO
16003	1	AT_EASYPAGOS_126	EMPRESA: BANCO PICHINCHA	01_MKR_FOP_013	BP ADMINISTRADOR SERVICIOS BANCA PRIVADA / CORPORATIVA ACCESO A BACKTRADER	EASYPAGOS	EASYPAGOS	ALTO	ACTIVO
16767	1	AT_EASYPAGOS_172	PERFIL: SNP_APROBADOR_AGENCIA_NR	01_MKR_FOP_013	BP ADMINISTRADOR SERVICIOS BANCA PRIVADA / CORPORATIVA ACCESO A BACKTRADER	EASYPAGOS	EASYPAGOS	ALTO	ACTIVO
16768	1	AT_EASYPAGOS_173	SERVICIO: PAGO INTERBANCARIO	01_MKR_FOP_013	BP ADMINISTRADOR SERVICIOS BANCA PRIVADA / CORPORATIVA ACCESO A BACKTRADER	EASYPAGOS	EASYPAGOS	ALTO	ACTIVO
16009	1	AT_EBS_012	BP AP USUARIO SOLICITANTE I EXPENSES	01_MKR_FOP_013	BP ADMINISTRADOR SERVICIOS BANCA PRIVADA / CORPORATIVA ACCESO A BACKTRADER	EBS	EBS	BAJO	ACTIVO
16014	1	AT_EBS_036	BP IP SOLICITANTE	01_MKR_FOP_013	BP ADMINISTRADOR SERVICIOS BANCA PRIVADA / CORPORATIVA ACCESO A BACKTRADER	EBS	EBS	MEDIO	ACTIVO
16023	1	AT_EBS_140	BP GL INGRESADOR C	01_MKR_FOP_013	BP ADMINISTRADOR SERVICIOS BANCA PRIVADA / CORPORATIVA ACCESO A BACKTRADER	EBS	EBS	MEDIO	ACTIVO
16055	1	AT_JERARQUIA_EBS_002	JERARQUIA SOLICITUD DE COMPRA	01_MKR_FOP_013	BP ADMINISTRADOR SERVICIOS BANCA PRIVADA / CORPORATIVA ACCESO A BACKTRADER	JERARQUIA_EBS	JERARQUIA_EBS	BAJO	ACTIVO
16770	1	AT_PIVI_026	PERFIL: BPRRFOPSUP - BANCO PICHINCHA - SUPERVISOR OPERATIVO	01_MKR_FOP_013	BP ADMINISTRADOR SERVICIOS BANCA PRIVADA / CORPORATIVA ACCESO A BACKTRADER	PIVI	PIVI	BAJO	ACTIVO
16696	1	AT_SAS_021	PERFIL: ASIGNAR EN SAS_GRP: GRUPO DE BI PARA USUARIOS ANALITICOS DE COMPORTAMIENTO CANALES (GRP_BI_CAN_ANL)	01_MKR_FOP_013	BP ADMINISTRADOR SERVICIOS BANCA PRIVADA / CORPORATIVA ACCESO A BACKTRADER	SAS	SAS	ALTO	ACTIVO
