ID	VALID	TRANSACTIONAL_PROFILE_CODE	TRANSACTIONAL_PROFILE_NAME	APPLICATION_CODE	APPLICATION_NAME	APPLICATION_AUTOMATIC	RISK_LEVEL	COMMENTS	FIELD_NAME	STATUS
16947	1	AT_EBS_084	BP FAH CONSULTA AJUST.SUSPENMAN	EBS	EBS	0	BAJO		(null)	ACTIVO
16990	1	AT_CAPITAL_CREDIFE_016	PERFIL: APLICACION_USUARIO: 17 (PRESUPUESTO); PERFILES: PPAC (PRESUPUESTOS_TECOST)	CAPITAL_CREDIFE	CAPITAL_CREDIFE	0	BAJO		(null)	ACTIVO
17439	1	AT_PLSQL_LOGINS21_001	PROFILE: DEFAULT	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16303	1	AT_GAF_116	AT PARA GAF VERSION A UTILIZAR ADM CLAVES	GAF	GAF	0	ALTO		(null)	ACTIVO
16552	1	AT_PLSQL_SIGLO21_036	PERFIL: PROFILE: PRF_SS	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16798	1	AT_CRM_SALESFORCE_006	PERFIL: EJECUTIVO MASIVO	CRM_SALESFORCE	CRM_SALESFORCE	0	MEDIO		(null)	ACTIVO
17385	1	AT_PLSQL_BANCSALTERNO_013	PERFIL: ROLE: ROL_CONSULTA_INCT	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
17631	1	AT_TAM_MANUAL_003	GRUPO: CONSULTACLIENTES ROLES:	TAM_MANUAL	TAM_MANUAL	0	MEDIO		(null)	ACTIVO
17634	1	AT_TAM_MANUAL_006	GRUPO: GEMONEEFECTIVO2 ROLES:	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16157	1	AT_JERARQUIA_EBS_009	JERARQUIA CLIENTE INTERNO - SUPERVISOR DSGORDIL	JERARQUIA_EBS	JERARQUIA_EBS	0	BAJO		(null)	ACTIVO
16698	1	AT_SAS_046	PERFIL: ASIGNAR EN SAS_GRP: GF_SAS_INFORMACION_INGRESOS_SERVICIOS_COMISIONES	SAS	SAS	0	ALTO		(null)	ACTIVO
16944	1	AT_EBS_073	BP FAH CONSULTA GENERICO	EBS	EBS	0	BAJO		(null)	ACTIVO
17239	1	AT_SAS_025	PERFIL: ASIGNAR EN SAS GRUPO DE USUARIOS DE HEAD COUNT  DE LOS REPORTES DE RRHH (GRUPO EMPLEADOS HEAD COUNT)	SAS	SAS	0	ALTO		(null)	ACTIVO
17780	1	AT_TAM_MANUAL_152	GRUPO: ACTUALIZADATOSCLIE ROLES:	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16921	1	AT_HP_SERVICE_MANAGER_007	GRUPO: DELIVERY MANAGER	HP_SERVICE_MANAGER	HP_SERVICE_MANAGER	0	BAJO		(null)	ACTIVO
17419	1	AT_PLSQL_SIGLO21_050	PERFIL: ROLE: ROL_DBO	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16019	1	AT_EBS_051	BP PON ENTES DE CONTROL	EBS	EBS	0	MEDIO		(null)	ACTIVO
16068	1	AT_RYR_005	PERFIL: SOLUCIONADOR RECLAMOS Y REQUERIMIENTOS	RYR	RYR	0	BAJO		(null)	ACTIVO
16137	1	AT_CITRIX_002	COPIAR CARPETAS EN SRV \\ECUIO012H03\USUARIOS$	CITRIX	CITRIX	0	BAJO		(null)	ACTIVO
16211	1	AT_PLSQL_PROD_EBS_009	PERFIL: ROL: ROL_CONSULTA_VARIASBDD	PLSQL	PLSQL	0	MEDIO		(null)	ACTIVO
16801	1	AT_CAO_003	PERFIL: PERFIL 16	CAO	CAO	0	ALTO		(null)	ACTIVO
16188	1	AT_PLSQL_PPCXPEDT_004	PERFIL: ROL: ROL_CONTENT_EDT_CONSULTA	PLSQL	PLSQL	0	MEDIO		(null)	ACTIVO
16729	1	AT_COBIS_022	ROL: COBIS (COD. 26 ROL: OPERATIVO PLAZO FIJO)	COBIS	COBIS	0	ALTO		(null)	ACTIVO
16778	1	AT_SAS_033	PERFIL: ASIGNAR EN SAS_GRP: GF_SAS_SQL_ECUIO012Q22	SAS	SAS	0	ALTO		(null)	ACTIVO
16852	1	AT_BIOSERVER_001	PERFIL: BIOSERVER MARCAR	BIOSERVER	BIOSERVER	0	ALTO		(null)	ACTIVO
17393	1	AT_SAS_094	PERFIL: ASIGNAR EN SAS_GRP: GRUPO BI DE MANTENIMIENTO PRODUCCION (GRP_BI_MTN_PDN)	SAS	SAS	0	ALTO		(null)	ACTIVO
17442	1	AT_PLSQL_POTPAUT_003	ROLE: ROL_MNT_APP_N1_CONSULTA	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
17823	1	AT_TAM_MANUAL_195	GRUPO: ADMINRIESGOANALISIS ROLES: CON49	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16586	1	AT_PIVI_036	PERFIL: BPTCSCCOTC - AGENTE CALL CENTER OUT T/C	PIVI	PIVI	0	BAJO		(null)	ACTIVO
17250	1	AT_EBS_067	BP FA CONSULTAS INFO FINANCIERA	EBS	EBS	0	MEDIO		(null)	ACTIVO
16609	1	AT_EBS_062	BP PA MONITOREO Y CONTROL	EBS	EBS	0	ALTO		(null)	ACTIVO
16045	1	AT_EBS_024	BP FA SOPORTE EN SITIO TCS	EBS	EBS	0	MEDIO		(null)	ACTIVO
16709	1	AT_CREDIFE_007	PERFIL: CRE-CREDITO-CONSULTA	CREDIFE	CREDIFE	0	BAJO		(null)	ACTIVO
16686	1	AT_EBS_010	BP AP PAGADOR	EBS	EBS	0	ALTO		(null)	ACTIVO
17227	1	AT_PIVI_WEB_009	PERFIL: BPRRPROOMC	PIVI_WEB	PIVI_WEB	0	ALTO		(null)	ACTIVO
16180	1	AT_FASTWORK_001	PERFIL: CON1TESO	FASTWORK	FASTWORK	0	BAJO		(null)	ACTIVO
16417	1	AT_EASYPAGOS_030	PERFIL: EASYPAGOS_OPEGIROSEXT_2_NR	EASYPAGOS	EASYPAGOS	0	ALTO		(null)	ACTIVO
16429	1	AT_FASTWORK_015	PERFIL: RMAADMIN	FASTWORK	FASTWORK	0	ALTO		(null)	ACTIVO
16678	1	AT_ARCHIVODIGITAL_017	PERFIL: CANJE NACIONAL	ARCHIVODIGITAL	ARCHIVODIGITAL	0	BAJO		(null)	ACTIVO
16572	1	AT_DETECTID_004	PERFIL: CALL_CENTER	DETECTID	DETECTID	0	MEDIO		(null)	ACTIVO
17021	1	AT_SAS_023	PERFIL: ASIGNAR EN SAS EL GRUPO DE USUARIOS ADMINISTRADORES DE LOS REPORTES DE RRHH (GRUPO EMPLEADOS ADMINISTR)(GRP_ANL_RHU_ADR)	SAS	SAS	0	ALTO		(null)	ACTIVO
17070	1	AT_EBS_221	CF IP ADMINISTRADOR WEB	EBS	EBS	0	ALTO		(null)	ACTIVO
16629	1	AT_PLSQL_SIGLO21_029	PERFIL: ROLE: ROL_CONSULTA_CARDHOLDER	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16878	1	AT_GAF_140	AT PARA GAF VERSION A UTILIZAR ADM CLAVES	GAF	GAF	0	ALTO		(null)	ACTIVO
17711	1	AT_TAM_MANUAL_083	GRUPO: ACTUALIZACLIERDP ROLES:	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16237	1	AT_FTPEXTERNO_007	RUTA:\\FTPUSERS\URBANO_EX\Z_SOLUCIONES LASER PERMISOS: LECTURA, ESCRITURA, MODIFICACION CREAR: USUARIO POR CADA RUTA	FTPEXTERNO	FTPEXTERNO	0	MEDIO		(null)	ACTIVO
17270	1	AT_SAS_055	PERFIL: ASIGNAR EN SAS_GRP: GRP_BI_BP_CONTROL_CALIDAD	SAS	SAS	0	ALTO		(null)	ACTIVO
17319	1	AT_BACTRADER_045	BP_BACTRADER_PERFIL: TRADER BACTRADER	BACTRADER	BACTRADER	0	ALTO		(null)	ACTIVO
16088	1	AT_EBS_163	ADMINISTRADOR DE ABM	EBS	EBS	0	ALTO		(null)	ACTIVO
17262	1	AT_PLSQL_PROD_BPBPMC_AIX_003	PERFIL: ROL: ROL_CONSULTA_BPM_ROE	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
17754	1	AT_TAM_MANUAL_126	GRUPO: NEGOCIOPERSONAS ROLES: ENS09,CON49,REI52,ESE78,DES50	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16480	1	AT_PINPAD_002	GESTIONAR ACCESO DISPOSITIVO PINPAD VERIFONE CON IS TCS	PINPAD	PINPAD	0	MEDIO		(null)	ACTIVO
17113	1	AT_PLSQL_EBS_PRODREF_006	PERFIL: PROFILE: PRF_GEN	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
17654	1	AT_TAM_MANUAL_026	GRUPO: CONSULTADETALLE ROLES: TOP60,CON49	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16380	1	AT_BACTRADER_030	ABP_BACTRADER_PERFIL: TCS - BLOQUEOS GARANTIAS	BACTRADER	BACTRADER	0	ALTO		(null)	ACTIVO
16721	1	AT_COBIS_014	PERFIL: COBIS (GERENTE DE OPERACIONES)	COBIS	COBIS	0	ALTO		(null)	ACTIVO
16970	1	AT_EBS_110	GBP COLOMBIA GL ADMINISTRADOR	EBS	EBS	0	ALTO		(null)	ACTIVO
17213	1	AT_MUREX_018	PERFIL: MX GROUP: EC_RSK_MGR	MUREX	MUREX	0	ALTO		(null)	ACTIVO
17803	1	AT_TAM_MANUAL_175	GRUPO: MARKETINGCOMUNICADORROE ROLES:	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16280	1	AT_EASYPAGOS_165	PERFIL: OPECOECM2_NR	EASYPAGOS	EASYPAGOS	0	ALTO		(null)	ACTIVO
16821	1	AT_SISTEMA_MONITOREO_FRAUDES_021	PERFIL: REQUERIMIENTO PERFIL PROSPECTO	SISTEMA_MONITOREO_FRAUDES	SISTEMA_MONITOREO_FRAUDES	0	MEDIO		(null)	ACTIVO
17362	1	AT_GAF_164	AT PARA GAF VERSION A UTILIZAR ADM CLAVES	GAF	GAF	0	ALTO		(null)	ACTIVO
17854	1	AT_TAM_MANUAL_226	GRUPO: UNIDADTESORERIAGERMERC ROLES:	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16340	1	AT_BACTRADER_063	ABP_BACRISK_PERFIL: LPARAMETROS	BACTRADER	BACTRADER	0	ALTO		(null)	ACTIVO
17336	1	AT_GAF_168	AT PARA GAF VERSION A UTILIZAR ADM CLAVES	GAF	GAF	0	ALTO		(null)	ACTIVO
17668	1	AT_TAM_MANUAL_040	GRUPO: CALLCENTEROUTBOUND ROLES: ACC03,CON49,LIB51,ACC80	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16031	1	AT_HP_SERVICE_MANAGER_011	GRUPO: MAA N2_ACTIVOS FIJOS	HP_SERVICE_MANAGER	HP_SERVICE_MANAGER	0	BAJO		(null)	ACTIVO
16363	1	AT_CREDIFE_005	PERFIL: CRE-CREDITO-ASISTENTE OPERATIVO	CREDIFE	CREDIFE	0	BAJO		(null)	ACTIVO
17359	1	AT_ADAM_001	ENVIAR MAIL A HUGO RAMON PARA LA CONFIGURACION	ADAM	ADAM	0	BAJO		(null)	ACTIVO
16054	1	AT_EBS_065	BP PA EJECUTOR PROYECTOS	EBS	EBS	0	MEDIO		(null)	ACTIVO
16125	1	AT_EBS_200	WEB APPLICATIONS USUARIO WORKFLOW	EBS	EBS	0	ALTO		(null)	ACTIVO
16386	1	AT_BACTRADER_058	ABP_BACTRADER_PERFIL: ABP_TCS_BACKOFICE_LQ	BACTRADER	BACTRADER	0	ALTO		(null)	ACTIVO
16457	1	AT_HP_SERVICE_MANAGER_030	GRUPO: MSI N2_PRD_PLATAFORMA CENTRALIZADA	HP_SERVICE_MANAGER	HP_SERVICE_MANAGER	0	BAJO		(null)	ACTIVO
17050	1	AT_SAS_080	PERFIL: ASIGNAR EN SAS_GRP: USUARIOS MARKETING EMPRESAS ADMINISTRADORES	SAS	SAS	0	ALTO		(null)	ACTIVO
17382	1	AT_GAF_111	AT PARA GAF VERSION A UTILIZAR ADM CLAVES	GAF	GAF	0	ALTO		(null)	ACTIVO
16532	1	AT_PLSQL_POTPAUT_006	ROLE: USRSS	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
17073	1	AT_EBS_224	CF PON ADMINISTRADOR	EBS	EBS	0	ALTO		(null)	ACTIVO
17860	1	AT_TAM_MANUAL_232	GRUPO: NEGPERSONASXPERTA ROLES: ENS09,CON49,DES50,REI52,ENS77	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16171	1	AT_PLSQL_PPWSO2IS_004	PERFIL: ROL: ROL_IDENTITY_CONSULTA	PLSQL	PLSQL	0	MEDIO		(null)	ACTIVO
16509	1	AT_CRM_BP_009	CHECK - MODO DE ACCESO RESTRINGIDO	CRM_BP	CRM_BP	0	ALTO		(null)	ACTIVO
17837	1	AT_TAM_MANUAL_209	GRUPO: ADMINRIESGOANALISISBURO ROLES: CON49,RDR88,POL72	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16148	1	AT_BLOQCEXTERNO_001	PERFIL: BLOQUEO DE ENVIO Y RECEPCION DE CORREOS EXTERNOS	BLOQCEXTERNO	BLOQCEXTERNO	0	ALTO		(null)	ACTIVO
16935	1	AT_PIVI_WEB_002	PERFIL: BPCSPGJSGH BANCO PICHINCHA - JEFE SERVICIOS GESTION HABILITANTES	PIVI_WEB	PIVI_WEB	0	ALTO		(null)	ACTIVO
17814	1	AT_TAM_MANUAL_186	GRUPO: SUPERVISOREMPRESARIALACHTR ROLES: JZN24,ESS10,CON49,SDS39,JDS22	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16881	1	AT_GAF_142	AT PARA GAF VERSION A UTILIZAR ADM CLAVES	GAF	GAF	0	ALTO		(null)	ACTIVO
17127	1	AT_PLSQL_BANKTRADER_001	PERFIL: PROFILE: PRF_USER	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
17720	1	AT_TAM_MANUAL_092	GRUPO: DIRECCIONGENERAL ROLES: RSE83	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
17791	1	AT_TAM_MANUAL_163	GRUPO: CONSULTADETALLEBURO ROLES:	TAM_MANUAL	TAM_MANUAL	0	MEDIO		(null)	ACTIVO
16194	1	AT_PLSQL_PPCXPLVE_004	PERFIL: ROL: ROL_CONTENT_LVE_CONSULTA	PLSQL	PLSQL	0	MEDIO		(null)	ACTIVO
16317	1	AT_EBS_150	BP CYC PREPARADOR	EBS	EBS	0	MEDIO		(null)	ACTIVO
16858	1	AT_CAPITAL_CREDIFE_002	PERFIL: APLICACION_USUARIO: 13 (BANCOS); PERFILES: BACPR (BANCOS_COSTOS_Y_PRESUPUESTOS)	CAPITAL_CREDIFE	CAPITAL_CREDIFE	0	BAJO		(null)	ACTIVO
17104	1	AT_EBS_255	WORKFLOW ADMINISTRATOR WEB (NEW)	EBS	EBS	0	ALTO		(null)	ACTIVO
17645	1	AT_TAM_MANUAL_017	GRUPO: LEGALOPERACIONES ROLES: CON49	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16002	1	AT_DISPOSITIVOSREMOVIBLES_002	PERFIL: HABILITAR_CD_USB	DISPOSITIVOSREMOVIBLES	DISPOSITIVOSREMOVIBLES	0	MEDIO		(null)	ACTIVO
16595	1	AT_CREDIFE_020	PERFIL: SEG-SEGURIDAD-MESA DE AYUDA	CREDIFE	CREDIFE	0	ALTO		(null)	ACTIVO
16998	1	AT_EBS_143	GBP GRUPO DINERS GL ADMINISTRADOR	EBS	EBS	0	ALTO		(null)	ACTIVO
17081	1	AT_EBS_232	GENERAL LEDGER SUPER USER	EBS	EBS	0	ALTO		(null)	ACTIVO
16062	1	AT_EBS_035	BP IP ESPECIALISTA DE RUBRO EQUIPO COLABORADOR	EBS	EBS	0	MEDIO		(null)	ACTIVO
16394	1	AT_GAF_094	PERFIL: *BPPCAJOP4   TCS OPE - ADMINISTRACION CARTE	GAF	GAF	0	ALTO		(null)	ACTIVO
16689	1	AT_PIVI_WEB_008	PERFIL: BPAUDISERV	PIVI_WEB	PIVI_WEB	0	ALTO		(null)	ACTIVO
16904	1	AT_GAF_160	AT PARA GAF VERSION A UTILIZAR ADM CLAVES	GAF	GAF	0	ALTO		(null)	ACTIVO
17033	1	AT_SAS_075	PERFIL: ASIGNAR EN SAS_GRP: ACTIVITY-BASED MANAGEMENT MODELERS	SAS	SAS	0	ALTO		(null)	ACTIVO
17685	1	AT_TAM_MANUAL_057	GRUPO: CONSULTADETALLEBURO ROLES: CON49	TAM_MANUAL	TAM_MANUAL	0	MEDIO		(null)	ACTIVO
16300	1	AT_SES_003	PERFIL: ENVIAR A SOPORTE EN SITIO A CONFIGURAR SOS	SES	SES	0	BAJO		(null)	ACTIVO
17296	1	AT_PLSQL_PMUREX01_004	ROLE: ROL_PICHINCHA_PROD_DM_C	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16987	1	AT_CAPITAL_CREDIFE_013	PERFIL: APLICACION_USUARIO: 12 (CUENTAS X PAGAR); PERFILES: TADCO (CXP_TECNICO_CONTABLE)	CAPITAL_CREDIFE	CAPITAL_CREDIFE	0	BAJO		(null)	ACTIVO
16254	1	AT_PIVI_015	PERFIL: TCSOPEREC1 TCS OPERACIONES	PIVI	PIVI	0	ALTO		(null)	ACTIVO
16841	1	AT_SAS_SPDS_002	CREAR USUARIO SERVIDOR SPDS ECBPPRBI11 - NIVEL: 4 - GRUPO: MAMINER	SAS_SPDS	SAS_SPDS	0	ALTO		(null)	ACTIVO
16449	1	AT_BACTRADER_020	OBL_BACTRADER_PERFIL: OPERACIONES-PROCESOS ESPECIALE	BACTRADER	BACTRADER	0	ALTO		(null)	ACTIVO
16603	1	AT_PIVI_062	PERFIL: TAAGENMESE	PIVI	PIVI	0	ALTO		(null)	ACTIVO
17144	1	AT_PLSQL_SIGLO21_035	PERFIL: ROLE:ROL_CONSULTA_M2D	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16795	1	AT_PIVI_023	PERFIL: BPBPPGRPGA - BANCO PICHINCHA - REGION PAIS REC CARTERA	PIVI	PIVI	0	BAJO		(null)	ACTIVO
16108	1	AT_EBS_183	GERENTE DE AUDITORIA DE INTERNET EXPENSES	EBS	EBS	0	ALTO		(null)	ACTIVO
16403	1	AT_PLSQL_SIGLO21_021	PERFIL: ROL: CONSULTA_T50BSP01	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16649	1	AT_OPENBANK_020	PERFIL: CONSOP OPENBANK: CONSULTA DE CLIENTES	OPENBANK	OPENBANK	0	BAJO		(null)	ACTIVO
17190	1	AT_LOGICORBA_003	PERFIL: *ADMCLF	LOGICORBA	LOGICORBA	0	ALTO		(null)	ACTIVO
17731	1	AT_TAM_MANUAL_103	GRUPO: FRONTOPBALCONESDESEM ROLES: ESS10,CON49	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16257	1	AT_TOKEN_BCE_002	GESTIONAR ACCESO DISPOSITIVO TOKEN BCE CON IS TCS	TOKEN_BCE	TOKEN_BCE	0	BAJO		(null)	ACTIVO
16755	1	AT_MISRIESGO_002	PERFIL: VINCULADOS-VICULADO	MISRIESGO	MISRIESGO	0	ALTO		(null)	ACTIVO
17253	1	AT_TOTEM_002	PERFIL: CONSULTAS	TOTEM	TOTEM	0	BAJO		(null)	ACTIVO
17751	1	AT_TAM_MANUAL_123	GRUPO: NEGOCIOPERSONAS ROLES: CON49,DES50,REI52,OFB73,ENS09,ENS77,EMF01	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16234	1	AT_CAPTOVATION_002	PERFIL: CARPETA INDEXACION	CAPTOVATION	CAPTOVATION	0	BAJO		(null)	ACTIVO
16732	1	AT_COBIS_025	ROL: COBIS (COD. 35 ROL: CONSULTAS GRAL MIS)	COBIS	COBIS	0	BAJO		(null)	ACTIVO
17230	1	AT_PLSQL_PPOMLGRE_002	PERFIL: PROFILE: DEFAULT	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
17728	1	AT_TAM_MANUAL_100	GRUPO: AUXILIARMODIFICACION ROLES:	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16042	1	AT_EBS_138	BP GL APROBADOR C	EBS	EBS	0	ALTO		(null)	ACTIVO
16469	1	AT_HP_SERVICE_MANAGER_002	ROL: SOLICITANTE DE CAMBIOS	HP_SERVICE_MANAGER	HP_SERVICE_MANAGER	0	BAJO		(null)	ACTIVO
17136	1	AT_PLSQL_PPOMNICA_013	PERFIL: ROL_CONCLIENT_USRPSITI_SELECT	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16065	1	AT_HUMMINGBIRD_019	GRUPO: REL_10 TODO	HUMMINGBIRD	HUMMINGBIRD	0	BAJO		(null)	ACTIVO
16446	1	AT_PLSQL_BANCSALTERNO_002	PERFIL: PROFILE: PRF_BANCS ROLE: FNS_ROLE_UPD,ROL_CONSULTA_FABRICA	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16520	1	AT_HP_SERVICE_MANAGER_009	GRUPO: MSI N2_ADMINISTRACION CLAVES	HP_SERVICE_MANAGER	HP_SERVICE_MANAGER	0	BAJO		(null)	ACTIVO
17061	1	AT_EBS_212	CF AP ADMINISTRADOR	EBS	EBS	0	ALTO		(null)	ACTIVO
17179	1	AT_SAS_045	PERFIL: ASIGNAR EN SAS GRUPO: GRUPO DE BI PARA USUARIOS MASIVOS DE CUMPLIMIENTO - (GRP_BI_CUM_MAS)	SAS	SAS	0	ALTO		(null)	ACTIVO
17422	1	AT_SERVIDORES_LIBRARIAN_001	AT PARA INVENTARIO SERVIDORES UNIX.XLSX	MASIVO_SERVIDORES	MASIVO_SERVIDORES	0	ALTO		(null)	ACTIVO
17273	1	AT_UNIX_010	AT_DOCUMENTO_UNIX_PERFILAMIENTO_HOJA_DEVOPS	SRV_UNIX	SRV_UNIX	0	ALTO		(null)	ACTIVO
17445	1	AT_PLSQL_SIGLO21_038	PERFIL: ROLE: ROL_MANTENIMIENTO_6	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
17771	1	AT_TAM_MANUAL_143	GRUPO: OPERACIONESSOPORTE ROLES: CON49	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16540	1	AT_PLSQL_PPCXPLVE_009	PERFIL: PROFILE: PRF_SS	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16638	1	AT_FTPEXTERNO_005	RUTA:\\FTPUSERS\GMAC PERMISOS: LECTURA CREAR: USUARIO POR CADA RUTA	FTPEXTERNO	FTPEXTERNO	0	MEDIO		(null)	ACTIVO
16712	1	AT_CREDIFE_002	PERFIL: CRE-CREDITO-ADMINISTRADOR AGENCIA	CREDIFE	CREDIFE	0	BAJO		(null)	ACTIVO
17794	1	AT_TAM_MANUAL_166	GRUPO: ACCESOBANCSRYR ROLES:	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16022	1	AT_EBS_118	BP VALIDACION ACCESOS	EBS	EBS	0	ALTO		(null)	ACTIVO
16489	1	AT_ARCHIVODIGITAL_024	PERFIL: SECADMIN	ARCHIVODIGITAL	ARCHIVODIGITAL	0	BAJO		(null)	ACTIVO
16563	1	AT_SERVIDORES_ADMI_001	AT PARA INVENTARIO SERVIDORES UNIX.XLSX	MASIVO_SERVIDORES	MASIVO_SERVIDORES	0	ALTO		(null)	ACTIVO
16085	1	AT_EBS_160	ADMINISTRACION DE SISTEMA	EBS	EBS	0	ALTO		(null)	ACTIVO
16583	1	AT_SISTEMA_MONITOREO_FRAUDES_019	PERFIL: REQUERIMIENTO CUESTIONARIO CALLCENTER	SISTEMA_MONITOREO_FRAUDES	SISTEMA_MONITOREO_FRAUDES	0	MEDIO		(null)	ACTIVO
17010	1	AT_SAS_056	PERFIL: ASIGNAR EN SAS_GRP: GRUPO DE BI PARA USUARIOS ANALÃ?TICOS DE ACTIVOS (GRP_BI_ACT_ANL)	SAS	SAS	0	ALTO		(null)	ACTIVO
16191	1	AT_PLSQL_PPCXPLVE_001	PERFIL: PROFILE: PRF_USER	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
17402	1	AT_PLSQL_PRSERMAN_001	ROLE: CONNECT	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16383	1	AT_PLSQL_SIGLO21_034	PERFIL: ROLE:ROL_CONSULTA_RIESGO	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
17210	1	AT_PIVI_WEB_010	PERFIL: BPPUCONSUL	PIVI_WEB	PIVI_WEB	0	ALTO		(null)	ACTIVO
16426	1	AT_BACTRADER_043	PANAMA_BACRISK_PERFIL: JEFE DE TESORERIA	BACTRADER	BACTRADER	0	ALTO		(null)	ACTIVO
16669	1	AT_EBS_066	BP PA CONSULTA PROYECTOS	EBS	EBS	0	BAJO		(null)	ACTIVO
16924	1	AT_SAS_035	PERFIL: ASIGNAR EN SAS_GRP: USUARIOS MARKETING	SAS	SAS	0	ALTO		(null)	ACTIVO
17167	1	AT_PIVI_061	PERFIL: BPPUCONSUL	PIVI	PIVI	0	BAJO		(null)	ACTIVO
16277	1	AT_PLSQL_SIGLO21_011	PERFIL: ROLE:ROL_CONX6M	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16775	1	AT_SISTEMA_MONITOREO_FRAUDES_009	PERFIL: BANCA CORPORATIVA VALIDACION	SISTEMA_MONITOREO_FRAUDES	SISTEMA_MONITOREO_FRAUDES	0	ALTO		(null)	ACTIVO
16818	1	AT_MISRIESGO_015	PERFIL: RIC - ANALISTA	MISRIESGO	MISRIESGO	0	BAJO		(null)	ACTIVO
17316	1	AT_PLSQL_PMUREX01_003	ROLE: ROL_CONSULTA	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16626	1	AT_PLSQL_POTPNOT_002	PERFIL: ROLE: CONNECT	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
16967	1	AT_EBS_107	GBP AMERAFIN GL ADMINISTRADOR	EBS	EBS	0	ALTO		(null)	ACTIVO
17708	1	AT_TAM_MANUAL_080	GRUPO: NEGOCIOEMPRESAS ROLES: RSB75,ENS09,CON49,REI52,OFB74,DES50	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
16034	1	AT_SAS_032	PERFIL: ASIGNAR EN SAS_ROL: WEB REPORT STUDIO: CREACIÃ“N DE INFORMES (WEB_REPORT_STUDIO__REPORT_CREATI)	SAS	SAS	0	ALTO		(null)	ACTIVO
16477	1	AT_HP_SERVICE_MANAGER_032	GRUPO: COORDINADORES DE PROBLEMAS	HP_SERVICE_MANAGER	HP_SERVICE_MANAGER	0	BAJO		(null)	ACTIVO
16575	1	AT_SISTEMA_MONITOREO_FRAUDES_002	PERFIL: ADMINISTRADOR GESTION CUENTAS ONBORDING	SISTEMA_MONITOREO_FRAUDES	SISTEMA_MONITOREO_FRAUDES	0	ALTO		(null)	ACTIVO
17018	1	AT_POSTGRES_003	PERFIL: ROLE: CONNECT	POSTGRES	POSTGRES	0	ALTO		(null)	ACTIVO
17116	1	AT_PLSQL_PROD_EBS_007	PERFIL: PROFILE: PRF_GEN	PLSQL	PLSQL	0	ALTO		(null)	ACTIVO
17657	1	AT_TAM_MANUAL_029	GRUPO: OPERACIONESFABRICA ROLES: OGR29,CON49,ODC27,OLG30,OPF61,ORB32	TAM_MANUAL	TAM_MANUAL	0	ALTO		(null)	ACTIVO
